"Note that this data is not a direct pull from FHA data sources, but has been altered to preserve patient confidentiality.",,,,,,,
,,,,,,,
FileYear,Hosp_Rollup,MCCDescription,LHAName_Coded,Count of CaseID,Sum of TotalDays,Sum of AcuteLOS,Sum of ALCLOSDays
2011,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Chilliwack,59,259,259,0
2011,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Coquitlam,7,18,18,0
2011,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Delta,5,43,43,0
2011,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Hope,13,72,72,0
2011,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Langley,74,408,404,4
2011,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Maple Ridge,16,94,94,0
2011,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Mission,133,637,590,47
2011,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Outside FH,54,246,236,10
2011,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",South Surrey/White Rock,18,65,65,0
2011,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Surrey,33,156,156,0
2011,Burnaby Hospital,Burns,Outside FH,7,14,14,0
2011,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Abbotsford,14,14,14,0
2011,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Burnaby,120,515,436,79
2011,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Coquitlam,27,39,39,0
2011,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Delta,5,5,5,0
2011,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Langley,17,17,17,0
2011,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Maple Ridge,12,15,15,0
2011,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Mission,6,6,6,0
2011,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",New Westminster,16,29,29,0
2011,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Outside FH,71,245,235,10
2011,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Surrey,21,22,22,0
2011,Burnaby Hospital,Diseases & Disorders of the Blood & Lymphatic System,Burnaby,121,771,720,51
2011,Burnaby Hospital,Diseases & Disorders of the Blood & Lymphatic System,Coquitlam,10,38,38,0
2011,Burnaby Hospital,Diseases & Disorders of the Blood & Lymphatic System,Delta,19,83,83,0
2011,Burnaby Hospital,Diseases & Disorders of the Blood & Lymphatic System,Langley,6,28,28,0
2011,Burnaby Hospital,Diseases & Disorders of the Blood & Lymphatic System,Maple Ridge,11,354,354,0
2011,Burnaby Hospital,Diseases & Disorders of the Blood & Lymphatic System,New Westminster,7,37,32,5
2011,Burnaby Hospital,Diseases & Disorders of the Blood & Lymphatic System,Outside FH,56,696,684,12
2011,Burnaby Hospital,Diseases & Disorders of the Blood & Lymphatic System,South Surrey/White Rock,6,28,28,0
2011,Burnaby Hospital,Diseases & Disorders of the Blood & Lymphatic System,Surrey,6,6,6,0
2011,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Abbotsford,6,6,6,0
2011,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Burnaby,992,6947,6565,382
2011,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Chilliwack,7,7,7,0
2011,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Coquitlam,26,168,168,0
2011,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Delta,27,67,67,0
2011,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Langley,28,55,55,0
2011,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Maple Ridge,25,64,64,0
2011,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Mission,18,55,55,0
2011,Burnaby Hospital,Diseases & Disorders of the Circulatory System,New Westminster,15,85,85,0
2011,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Outside FH,478,3224,2991,233
2011,Burnaby Hospital,Diseases & Disorders of the Circulatory System,South Surrey/White Rock,6,42,42,0
2011,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Surrey,15,62,62,0
2011,Burnaby Hospital,Diseases & Disorders of the Digestive System,Abbotsford,7,25,25,0
2011,Burnaby Hospital,Diseases & Disorders of the Digestive System,Agassiz-Harrison,5,22,22,0
2011,Burnaby Hospital,Diseases & Disorders of the Digestive System,Burnaby,1042,8239,7975,264
2011,Burnaby Hospital,Diseases & Disorders of the Digestive System,Chilliwack,16,53,53,0
2011,Burnaby Hospital,Diseases & Disorders of the Digestive System,Coquitlam,83,418,418,0
2011,Burnaby Hospital,Diseases & Disorders of the Digestive System,Delta,15,63,63,0
2011,Burnaby Hospital,Diseases & Disorders of the Digestive System,Langley,10,27,27,0
2011,Burnaby Hospital,Diseases & Disorders of the Digestive System,Maple Ridge,12,56,56,0
2011,Burnaby Hospital,Diseases & Disorders of the Digestive System,Mission,16,43,43,0
2011,Burnaby Hospital,Diseases & Disorders of the Digestive System,New Westminster,24,100,100,0
2011,Burnaby Hospital,Diseases & Disorders of the Digestive System,Outside FH,447,2890,2799,91
2011,Burnaby Hospital,Diseases & Disorders of the Digestive System,South Surrey/White Rock,19,25,25,0
2011,Burnaby Hospital,Diseases & Disorders of the Digestive System,Surrey,42,275,275,0
2011,Burnaby Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Abbotsford,6,6,6,0
2011,Burnaby Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Burnaby,164,1064,1054,10
2011,Burnaby Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Coquitlam,6,32,32,0
2011,Burnaby Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Delta,5,21,21,0
2011,Burnaby Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Langley,5,11,11,0
2011,Burnaby Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Maple Ridge,6,6,6,0
2011,Burnaby Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Mission,12,72,72,0
2011,Burnaby Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",New Westminster,9,160,160,0
2011,Burnaby Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Outside FH,92,742,727,15
2011,Burnaby Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Surrey,5,43,43,0
2011,Burnaby Hospital,Diseases & Disorders of the Eye,Abbotsford,5,5,5,0
2011,Burnaby Hospital,Diseases & Disorders of the Eye,Burnaby,27,40,40,0
2011,Burnaby Hospital,Diseases & Disorders of the Eye,Chilliwack,5,5,5,0
2011,Burnaby Hospital,Diseases & Disorders of the Eye,Coquitlam,8,8,8,0
2011,Burnaby Hospital,Diseases & Disorders of the Eye,Delta,5,5,5,0
2011,Burnaby Hospital,Diseases & Disorders of the Eye,Langley,10,10,10,0
2011,Burnaby Hospital,Diseases & Disorders of the Eye,Maple Ridge,6,6,6,0
2011,Burnaby Hospital,Diseases & Disorders of the Eye,Mission,5,5,5,0
2011,Burnaby Hospital,Diseases & Disorders of the Eye,New Westminster,5,5,5,0
2011,Burnaby Hospital,Diseases & Disorders of the Eye,Outside FH,31,34,34,0
2011,Burnaby Hospital,Diseases & Disorders of the Eye,Surrey,13,13,13,0
2011,Burnaby Hospital,Diseases & Disorders of the Female Reproductive System,Abbotsford,5,11,11,0
2011,Burnaby Hospital,Diseases & Disorders of the Female Reproductive System,Burnaby,158,451,447,4
2011,Burnaby Hospital,Diseases & Disorders of the Female Reproductive System,Chilliwack,6,6,6,0
2011,Burnaby Hospital,Diseases & Disorders of the Female Reproductive System,Coquitlam,27,53,53,0
2011,Burnaby Hospital,Diseases & Disorders of the Female Reproductive System,Delta,12,18,18,0
2011,Burnaby Hospital,Diseases & Disorders of the Female Reproductive System,Langley,15,25,25,0
2011,Burnaby Hospital,Diseases & Disorders of the Female Reproductive System,Maple Ridge,5,15,15,0
2011,Burnaby Hospital,Diseases & Disorders of the Female Reproductive System,Mission,6,6,6,0
2011,Burnaby Hospital,Diseases & Disorders of the Female Reproductive System,New Westminster,12,29,29,0
2011,Burnaby Hospital,Diseases & Disorders of the Female Reproductive System,Outside FH,63,113,113,0
2011,Burnaby Hospital,Diseases & Disorders of the Female Reproductive System,South Surrey/White Rock,6,19,19,0
2011,Burnaby Hospital,Diseases & Disorders of the Female Reproductive System,Surrey,11,26,26,0
2011,Burnaby Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Burnaby,206,1448,1448,0
2011,Burnaby Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Coquitlam,10,59,59,0
2011,Burnaby Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Delta,11,34,34,0
2011,Burnaby Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Langley,7,303,276,26
2011,Burnaby Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Maple Ridge,27,481,314,167
2011,Burnaby Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,New Westminster,8,36,36,0
2011,Burnaby Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Outside FH,105,651,626,25
2011,Burnaby Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Surrey,13,31,31,0
2011,Burnaby Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Abbotsford,11,27,27,0
2011,Burnaby Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Burnaby,535,3946,3791,155
2011,Burnaby Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Chilliwack,6,25,25,0
2011,Burnaby Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Coquitlam,113,397,397,0
2011,Burnaby Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Delta,12,41,41,0
2011,Burnaby Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Langley,19,331,331,0
2011,Burnaby Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Maple Ridge,16,50,50,0
2011,Burnaby Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Mission,18,59,59,0
2011,Burnaby Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",New Westminster,36,123,123,0
2011,Burnaby Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Outside FH,307,2045,1997,48
2011,Burnaby Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",South Surrey/White Rock,16,21,21,0
2011,Burnaby Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Surrey,18,51,51,0
2011,Burnaby Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Abbotsford,16,64,64,0
2011,Burnaby Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Agassiz-Harrison,7,26,26,0
2011,Burnaby Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Burnaby,316,3317,2965,352
2011,Burnaby Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Chilliwack,20,160,160,0
2011,Burnaby Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Coquitlam,125,505,505,0
2011,Burnaby Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Delta,11,40,40,0
2011,Burnaby Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Hope,11,32,32,0
2011,Burnaby Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Langley,10,31,31,0
2011,Burnaby Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Maple Ridge,29,127,118,9
2011,Burnaby Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Mission,7,26,26,0
2011,Burnaby Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,New Westminster,35,297,281,16
2011,Burnaby Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Outside FH,183,1420,1341,79
2011,Burnaby Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,South Surrey/White Rock,18,53,53,0
2011,Burnaby Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Surrey,41,169,169,0
2011,Burnaby Hospital,Diseases & Disorders of the Nervous System,Burnaby,343,4645,4137,508
2011,Burnaby Hospital,Diseases & Disorders of the Nervous System,Chilliwack,7,76,76,0
2011,Burnaby Hospital,Diseases & Disorders of the Nervous System,Coquitlam,15,123,123,0
2011,Burnaby Hospital,Diseases & Disorders of the Nervous System,Langley,24,232,232,0
2011,Burnaby Hospital,Diseases & Disorders of the Nervous System,Maple Ridge,24,132,132,0
2011,Burnaby Hospital,Diseases & Disorders of the Nervous System,Mission,11,11,11,0
2011,Burnaby Hospital,Diseases & Disorders of the Nervous System,New Westminster,6,29,29,0
2011,Burnaby Hospital,Diseases & Disorders of the Nervous System,Outside FH,157,2302,1942,360
2011,Burnaby Hospital,Diseases & Disorders of the Nervous System,South Surrey/White Rock,13,26,26,0
2011,Burnaby Hospital,Diseases & Disorders of the Nervous System,Surrey,11,54,54,0
2011,Burnaby Hospital,Diseases & Disorders of the Respiratory System,Burnaby,658,9100,8792,308
2011,Burnaby Hospital,Diseases & Disorders of the Respiratory System,Chilliwack,7,41,41,0
2011,Burnaby Hospital,Diseases & Disorders of the Respiratory System,Coquitlam,24,224,224,0
2011,Burnaby Hospital,Diseases & Disorders of the Respiratory System,Delta,12,66,66,0
2011,Burnaby Hospital,Diseases & Disorders of the Respiratory System,Langley,11,29,29,0
2011,Burnaby Hospital,Diseases & Disorders of the Respiratory System,Maple Ridge,20,86,86,0
2011,Burnaby Hospital,Diseases & Disorders of the Respiratory System,Mission,16,148,148,0
2011,Burnaby Hospital,Diseases & Disorders of the Respiratory System,New Westminster,15,140,140,0
2011,Burnaby Hospital,Diseases & Disorders of the Respiratory System,Outside FH,313,4270,3998,272
2011,Burnaby Hospital,Diseases & Disorders of the Respiratory System,South Surrey/White Rock,19,156,156,0
2011,Burnaby Hospital,Diseases & Disorders of the Respiratory System,Surrey,9,146,146,0
2011,Burnaby Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Abbotsford,14,55,55,0
2011,Burnaby Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Burnaby,134,1686,1619,67
2011,Burnaby Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Coquitlam,10,42,26,16
2011,Burnaby Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Delta,13,13,13,0
2011,Burnaby Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Maple Ridge,15,40,40,0
2011,Burnaby Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Mission,6,148,148,0
2011,Burnaby Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",New Westminster,11,11,11,0
2011,Burnaby Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Outside FH,46,736,592,144
2011,Burnaby Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Surrey,6,101,101,0
2011,Burnaby Hospital,Mental Diseases & Disorders,Abbotsford,5,31,31,0
2011,Burnaby Hospital,Mental Diseases & Disorders,Burnaby,990,13735,12315,1420
2011,Burnaby Hospital,Mental Diseases & Disorders,Chilliwack,5,46,42,4
2011,Burnaby Hospital,Mental Diseases & Disorders,Coquitlam,47,977,692,285
2011,Burnaby Hospital,Mental Diseases & Disorders,Delta,7,181,119,62
2011,Burnaby Hospital,Mental Diseases & Disorders,Langley,7,74,71,3
2011,Burnaby Hospital,Mental Diseases & Disorders,Maple Ridge,9,29,29,0
2011,Burnaby Hospital,Mental Diseases & Disorders,Mission,11,37,37,0
2011,Burnaby Hospital,Mental Diseases & Disorders,New Westminster,31,227,227,0
2011,Burnaby Hospital,Mental Diseases & Disorders,Outside FH,352,3081,2739,342
2011,Burnaby Hospital,Mental Diseases & Disorders,South Surrey/White Rock,7,18,18,0
2011,Burnaby Hospital,Mental Diseases & Disorders,Surrey,49,204,196,8
2011,Burnaby Hospital,Miscellaneous CMG & Ungroupable Data,Abbotsford,7,7,7,0
2011,Burnaby Hospital,Miscellaneous CMG & Ungroupable Data,Burnaby,65,72,72,0
2011,Burnaby Hospital,Miscellaneous CMG & Ungroupable Data,Coquitlam,18,19,19,0
2011,Burnaby Hospital,Miscellaneous CMG & Ungroupable Data,Delta,6,6,6,0
2011,Burnaby Hospital,Miscellaneous CMG & Ungroupable Data,Langley,12,12,12,0
2011,Burnaby Hospital,Miscellaneous CMG & Ungroupable Data,New Westminster,5,5,5,0
2011,Burnaby Hospital,Miscellaneous CMG & Ungroupable Data,Outside FH,17,17,17,0
2011,Burnaby Hospital,Miscellaneous CMG & Ungroupable Data,Surrey,9,10,10,0
2011,Burnaby Hospital,Multisystemic or Unspecified Site Infections,Burnaby,104,1243,1211,32
2011,Burnaby Hospital,Multisystemic or Unspecified Site Infections,Coquitlam,12,84,84,0
2011,Burnaby Hospital,Multisystemic or Unspecified Site Infections,New Westminster,5,98,98,0
